Taxonomic Status - Note,Family,Accepted Plant Name,Accepted Genus Name,Accepted Species Name,Reported Latin Name,Reported Genus Name,Reported Species Name,Reported Synonym 1,Reported Synonym 2,Reported Synonym 3,# of Herbivores,Herbivore Common Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biome 1,Biome 1,Biome 2,Biome 3,Plant Habit,Annual/Perrenial,"Height (m) (3106, 3107)",Leaf Dry Matter Content (g/g-1) (47),"SLA (mm2/mg-1) (3115, 3116, 3117)",Flower size (cm2) (if applicable) (913),Fruit Producing (Y/N),Fruit Size (if applicable) (919),Seed Size (mg) (if applicable) (26),Nitrogen Content (mg/g) (14),Cultivated (Y/N),Physical defense (if applicable)  (345),Chemical defense (if applicable) (346),Main part of plant consumed,Congener Used (if applicable),Citations (herbivore diet),,,Citation (plant traits),Citation
Accepted,Amaranthaceae,Atriplex confertifolia,Atriplex,confertifolia,Atriplex confertifolia,Atriplex,confertifolia,,,,1,American Pronghorn,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Atriplex cristata,Atriplex,cristata,Atriplex arenaria,Atriplex,arenaria,,,,1,Saiga,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Atriplex gardneri,Atriplex,gardneri,Atriplex gardneri,Atriplex,gardneri,,,,1,American Pronghorn,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Atriplex lindleyi subsp. inflata,Atriplex,lindleyi,Atriplex lindleyi subsp. inflata,Atriplex,lindleyi,,,,1,Nyala,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Atriplex patens,Atriplex,patens,Atriplex patens,Atriplex,patens,,,,2,Argali,Domestic Sheep,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Atriplex semibaccata,Atriplex,semibaccata,Atriplex semibaccata,Atriplex,semibaccata,,,,1,Nyala,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Atriplex tatarica,Atriplex,tatarica,Atriplex tatarica,Atriplex,tatarica,,,,1,Saiga,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Bassia dasyphylla,Bassia,dasyphylla,Bassia dasphylla,Bassia,dasphylla,,,,2,"Bharal, Himalayan Blue Sheep",Argali,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Bassia laniflora,Bassia,laniflora,Kochia laniflora,Kochia,laniflora,,,,1,Przewalski's Wild Horse,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Bassia prostrata,Bassia,prostrata,Kochia prostrata,Kochia,prostrata,,,,4,Saiga,Goitered gazelle,"Bharal, Himalayan blue sheep",Asiatic/Indian Wild Ass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Beta vulgaris,Beta,vulgaris,Beta vulgaris,Beta,vulgaris,,,,1,Asian Water Buffalo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Celosia argentea,Celosia,argentea,Celosia argentea,Celosia,argentea,,,,1,Blackbuck,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Centrostachys involucrata,Centrostachys,involucrata,Pandiate involuerata,Pandiate,involuerata,,,,1,Kob,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Ceratocarpus arenarius,Ceratocarpus,arenarius,Ceratocarpus arenarius,Ceratocarpus,arenarius,,,,2,Goitered gazelle,Asiatic/Indian Wild Ass,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Ceratoides,Ceratoides,NA,Ceratoides,Ceratoides,NA,,,,2,Tibetan Gazelle,Wild yak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Chenopodium,Chenopodium,NA,Chenopodium sp.,Chenopodium,NA,,,,2,Baird's Tapir,American Pronghorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Chenopodium album,Chenopodium,album,Chenopodium album,Chenopodium,album,,,,3,European Bison,Przewalski's Wild Horse,American Pronghorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Chenopodium ambrosioides,Chenopodium,ambrosioides,Chenopodium ambrosioides,Chenopodium,ambrosioides,,,,1,Asian Water Buffalo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Chenopodium urbicum,Chenopodium,urbicum,Chenopodium urbicum,Chenopodium,urbicum,,,,1,Przewalski's wild horse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Cyathula,Cyathula,NA,Cyathula sp.,Cyathula,NA,,,,1,Baird's Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Cyathula orthacantha,Cyathula,orthacantha,Cyanthula orthacantha,Cyanthula,orthacantha,,,,1,Impala,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Cyathula uncinulata,Cyathula,uncinulata,Cyanthula uncinulata,Cyanthula,uncinulata,,,,1,Sitatunga,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Desmochaeta lappacea,Desmochaeta,lappacea,Pupalia lappaceae,Pupalia,lappaceae,,,,1,Bushbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Eurotia lanata,Eurotia,lanata,Eurotia lanata,Eurotia,lanata,,,,1,American Pronghorn,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Gomphrena,Gomphrena,NA,Gomphrena sp.,Gomphrena,NA,,,,1,Grey brocket deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Halogeton,Halogeton,NA,Halgeton sp,Halgeton,NA,,,,1,Goitered gazelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Halogeton glomeratus,Halogeton,glomeratus,Halogeton glomeratus,Halogeton,glomeratus,,,,1,Asiatic/Indian Wild Ass,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Haloxylon ammodendron,Haloxylon,ammodendron,Haloxylon ammodendron,Haloxylon,ammodendron,,,,2,Goitered gazelle,Asiatic/Indian Wild Ass,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Haloxylon scoparium,Haloxylon,scoparium,Haloxylon scoparium,Haloxylon,scoparium,,,,1,Dorcas gazelle,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Iresine arbuscula,Iresine,arbuscula,Iresine arbuscula,Iresine,arbuscula,,,,1,Baird's Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Iresine diffusa,Iresine,diffusa,Iresine celosia,Iresine,celosia,,,,1,Baird's Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Kalidium foliatum,Kalidium,foliatum,Kalidium foliatum,Kalidium,foliatum,,,,1,Asiatic/Indian Wild Ass,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Krascheninnikovia ceratoides,Krascheninnikovia,ceratoides,Certoides latens,Certoides,latens,Eurotia ceratoides,Ceratoides latens,,5,Goitered gazelle,"Bharal, Himalayan blue sheep",Argali,Domestic sheep,Asiatic/Indian Wild Ass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Krascheninnikovia lanata,Krascheninnikovia,lanata,Ceratoides lanata,Ceratoides,lanata,Krascheninnikovia lanata,,,2,American Pronghorn,"Gemsbok, South African Oryx",NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Nanophyton erinaceum,Nanophyton,erinaceum,Nanophyton erinaceum,Nanophyton,erinaceum,,,,1,Saiga,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Noaea mucronata,Noaea,mucronata,Noaea mucronata,Noaea,mucronata,,,,1,Cuvier's gazelle,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Salsola,Salsola,NA,Salsola spp.,Salsola,NA,Salsola Rabiena,,,3,"Bharal, Himalayan blue sheep",American Pronghorn,"White-tailed Gnu, Black Wildebeest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Salsola affinis,Salsola,affinis,Salsola affinis,Salsola,affinis,,,,4,Goitered gazelle,Argali,Domestic sheep,Asiatic/Indian Wild Ass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Salsola arbuscula,Salsola,arbuscula,Salsola arbuscula,Salsola,arbuscula,,,,3,Saiga,Goitered gazelle,Asiatic/Indian Wild Ass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Salsola calluna,Salsola,calluna,Salsola nigerscens,Salsola,nigerscens,Caroxylon nigrescens,,,1,Springbok,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bigalke 1972,,,"Kattge, J, Boenisch, G, Diaz, S, et al. TRY plant trait database - enhanced coverage and open access. Glob Change Biol. 2020; 26: 119-188. https://doi.org/10.1111/gcb.14904 as the TRY reference.",
Accepted,Amaranthaceae,Salsola glabrescens,Salsola,glabrescens,Salsola glabrescens,Salsola,glabrescens,Caroxylon glabrescens,,,1,Springbok,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.08-.11%,,,,,,Bigalke 1972,,,"Kattge, J, Boenisch, G, Diaz, S, et al. TRY plant trait database - enhanced coverage and open access. Glob Change Biol. 2020; 26: 119-188. https://doi.org/10.1111/gcb.14904 as the TRY reference.",
Accepted,Amaranthaceae,Salsola kali,Salsola,kali,Salsola kali,Salsola,kali,,,,1,American Pronghorn,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Salsola kali subsp. ruthenica,Salsola,kali,Salsola ruthenica,Salsola,ruthenica,,,,1,Asiatic/Indian Wild Ass,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Salsola laricifolia,Salsola,laricifolia,Salsola laricifolia,Salsola,laricifolia,,,,1,Saiga,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Salsola subcrassa,Salsola,subcrassa,Salsola subcrassa,Salsola,subcrassa,,,,4,Goitered gazelle,Argali,Domestic sheep,Asiatic/Indian Wild Ass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Salsola tragus,Salsola,tragus,Salsola kali var. tenuifolia,Salsola,kali,,,,1,American Pronghorn,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Salsola vermiculata,Salsola,vermiculata,Salsola vermiculata,Salsola,vermiculata,,,,1,Cuvier's gazelle,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Saltia,Saltia,NA,Saluia spp.,Saluia,NA,,,,1,Mexican red brocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Schizotheca halimus,Schizotheca,halimus,Atriplex hamilus,Atriplex,hamilus,,,,1,Dorcas gazelle,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Seidlitzia stocksii,Seidlitzia,stocksii,Haloxylon recurvum,Haloxylon,recurvum,,,,1,Blackbuck,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Suaeda,Suaeda,NA,Suaeda,Suaeda,NA,,,,1,Blackbuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Suaeda monoica,Suaeda,monoica,Suaeda monoica,Suaeda,monoica,,,,1,Blackbuck,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Teloxys aristata,Teloxys,aristata,Chenopodium aristatum,Chenopodium,aristatum,,,,1,Argali,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Tidestromia lanuginosa,Tidestromia,lanuginosa,Tidestromia languninosa,Tidestromia,languninosa,,,,3,"Gemsbok, South African Oryx",Desert Bighorn Sheep,American Pronghorn,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaranthaceae,Tidestromia oblongifolia,Tidestromia,oblongifolia,Tidestromia oblongifolia,Tidestromia,oblongifolia,,,,1,African Wild Ass,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaryllidaceae,Allium,Allium,NA,Allium spp.,Allium,NA,,,,1,"Bharal, Himalayan blue sheep",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaryllidaceae,Allium angulosum,Allium,angulosum,Allium angulosum,Allium,angulosum,,,,1,Przewalski's Wild Horse,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaryllidaceae,Allium mongolicum,Allium,mongolicum,Allium mongolicum,Allium,mongolicum,,,,1,Asiatic/Indian Wild Ass,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaryllidaceae,Allium oleraceum,Allium,oleraceum,Allium oleraceum,Allium,oleraceum,,,,1,Przewalski's wild horse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaryllidaceae,Allium polyrhizum,Allium,polyrhizum,Allium polyrhizum,Allium,polyrhizum,,,,3,Goitered gazelle,Argali,Asiatic/Indian Wild Ass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaryllidaceae,Allium senescens,Allium,senescens,Allium senescens,Allium,senescens,,,,1,Saiga,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaryllidaceae,Allium triquetrum,Allium,triquetrum,Allium triquetrum,Allium,triquetrum,,,,1,Italian Roe Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Amaryllidaceae,Hymenocallis tubiflora,Hymenocallis,tubiflora,Hymenocallis tubiflora,Hymenocallis,tubiflora,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Anacardium giganteum,Anacardium,giganteum,Anacardium giganteum,Anacardium,giganteum,,,,1,Lowland Tapir,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Buchanania lanzan,Buchanania,lanzan,Buchanania lanzans,Buchanania,lanzans,Buchanania lanzan,,,2,Four-horned antelope or chousingha,Chital,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Buchanania latifolia,Buchanania,latifolia,Buchanania latifolia,Buchanania,latifolia,,,,2,Four-horned antelope or chousingha,Nilgai,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Lannea,Lannea,NA,Lannea kerstingy,Lannea,kerstingy,,,,1,Kob,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Lannea coromandelica,Lannea,coromandelica,Lannea coromandelica,Lannea,coromandelica,,,,2,Four-horned antelope or chousingha,Nilgai,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Mangifera indica,Mangifera,indica,Mangifera indica,Mangifera,indica,,,,6,Nilgai,Greater Kudu,Chital,Red-flanked Duiker,Maxwell's Duiker,Lowland Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Ozoroa paniculosa,Ozoroa,paniculosa,Ozoroa paniculosa,Ozoroa,paniculosa,,,,1,Mountain reedbuck,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Pistacia,Pistacia,NA,Pistacia sp.,Pistacia,NA,,,,1,Red Deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Pistacia atlantica,Pistacia,atlantica,Pistacia atlantica,Pistacia,atlantica,,,,1,Cuvier's gazelle,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Pistacia lentiscus,Pistacia,lentiscus,Pistacia lentiscus,Pistacia,lentiscus,,,,3,Cuvier's gazelle,Italian Roe Deer,Roe Deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Pistacia terebinthus,Pistacia,terebinthus,Pistacia terebinthus,Pistacia,terebinthus,,,,1,Cuvier's gazelle,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Pistacia terebinthus,Pistacia,terebinthus,Pistacia palaestina,Pistacia,palaestina,,,,1,Roe Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Rhus,Rhus,NA,Rhus sp,Rhus,NA,,,,4,Blue duiker,"Gray duiker, Common duiker","Gemsbok, South African oryx",American Pronghorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Rhus aromatica,Rhus,aromatica,Rhus aromatica,Rhus,aromatica,,,,1,Greater Kudu,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Rhus ciliata,Rhus,ciliata,Rhus ciliata,Rhus,ciliata,,,,1,Springbok,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,Shrub,Perrenial,2,,17.29*,,Y,,,,,,,,Rhus spp.,Bigalke 1972,,,"Kattge, J, Boenisch, G, Diaz, S, et al. TRY plant trait database - enhanced coverage and open access. Glob Change Biol. 2020; 26: 119-188. https://doi.org/10.1111/gcb.14904 as the TRY reference.",
Accepted,Anacardiaceae,Rhus crenata,Rhus,crenata,Rhus crenata,Rhus,crenata,,,,3,Bushbuck,Blue Duiker,"Gray Duiker, Common Duiker",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Rhus glauca,Rhus,glauca,Rhus glauca,Rhus,glauca,,,,1,Bushbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Rhus lanceolata,Rhus,lanceolata,Rhus lanceolata,Rhus,lanceolata,,,,1,Greater Kudu,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Rhus longispina,Rhus,longispina,Rhus longispina,Rhus,longispina,,,,2,Common eland,Bushbuck,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Rhus ovata,Rhus,ovata,Rhus ovata,Rhus,ovata,,,,1,Bighorn Sheep,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Rhus pallens,Rhus,pallens,Rhus pallens,Rhus,pallens,,,,1,Common eland,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Rhus pyroides var. pyroides,Rhus,pyroides,Rhus vulgaris,Rhus,vulgaris,,,,1,Bongo,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Rhus quartiniana,Rhus,quartiniana,Rhus quartiniana,Rhus,quartiniana,,,,2,Bohor reedbuck,Sitatunga,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Rhus tomentosa,Rhus,tomentosa,Rhus tomentosa,Rhus,tomentosa,,,,1,Bushbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Schinus,Schinus,NA,Schinus sp.,Schinus,NA,,,,1,Grey brocket deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Schinus fasciculata,Schinus,fasciculata,Schinus fasciculatus,Schinus,fasciculatus,,,,1,Grey Brocket Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Sclerocarya birrea,Sclerocarya,birrea,Sclerocarya birrea,Sclerocarya,birrea,,,,1,Greater Kudu,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Searsia incisa,Searsia,incisa,Rhus incisa,Rhus,incisa,,,,1,Blue duiker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Searsia incisa,Searsia,incisa,Rhus incisa,Rhus,incisa,,,,1,Blue Duiker,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Searsia lancea,Searsia,lancea,Searsia lancea,Searsia,lancea,,,,1,Common eland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Searsia natalensis,Searsia,natalensis,Rhus natalensis,Rhus,natalensis,,,,2,Bongo,Menelik's bushbuck,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Searsia pyroides,Searsia,pyroides,Searsia pyroides,Searsia,pyroides,,,,1,Common eland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Searsia retinorrhoea,Searsia,retinorrhoea,Rhus retinorrhoea,Rhus,retinorrhoea,,,,1,Menelik's bushbuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Searsia retinorrhoea,Searsia,retinorrhaea,Rhus retinorrhoea,Rhus,retinorrhoea,,,,1,Menelik's Bushbuck,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Spondias mombin,Spondias,mombin,Spondias mombim,Spondias,mombim,Spondias mombin,,,5,Grey Brocket Deer,Red Brocket Deer,Maxwell's Duiker,Baird's Tapir,Lowland Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Tapirira guianensis,Tapirira,guianensis,Tapirira guianensis,Tapirira,guianensis,,,,1,Grey Brocket Deer,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Toxicodendron orientale,Toxicodendron,orientale,Rhus ambigua,Rhus,ambigua,,,,1,Japanese Serow,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accepted,Anacardiaceae,Toxicodendron wallichii,Toxicodendron,wallichii,Rhus wallichii,Rhus,wallichii,,,,1,Four-horned antelope or chousingha,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
